,Prediction,Actual,isAccurate
3059,high,mid,False
3060,low,low,True
3061,high,mid,False
3062,low,mid,False
3063,mid,mid,True
3064,mid,high,False
3065,mid,mid,True
3066,high,high,True
3067,high,high,True
3068,high,high,True
3069,high,high,True
3070,low,low,True
3071,high,high,True
3072,mid,low,False
3073,high,high,True
3074,high,high,True
3075,high,mid,False
3076,high,mid,False
3077,high,high,True
3078,mid,low,False
3079,mid,low,False
3080,mid,high,False
3081,high,high,True
3082,mid,high,False
3083,high,mid,False
3084,high,high,True
3085,mid,high,False
3086,high,high,True
3087,high,high,True
3088,low,low,True
3089,mid,mid,True
3090,low,low,True
3091,high,mid,False
3092,high,high,True
3093,mid,low,False
3094,high,high,True
3095,mid,low,False
3096,low,mid,False
3097,high,high,True
3098,high,high,True
3099,low,low,True
3100,low,mid,False
3101,high,high,True
3102,high,high,True
3103,mid,high,False
3104,high,high,True
3105,high,high,True
3106,low,low,True
3107,mid,low,False
3108,high,mid,False
3109,high,high,True
3110,low,low,True
3111,low,low,True
3112,mid,high,False
3113,mid,high,False
3114,mid,low,False
3115,high,mid,False
3116,high,mid,False
3117,high,high,True
3118,low,low,True
3119,mid,low,False
3120,high,high,True
3121,low,low,True
3122,high,mid,False
3123,high,high,True
3124,mid,low,False
3125,high,high,True
3126,high,high,True
3127,high,high,True
3128,high,high,True
3129,mid,low,False
3130,high,high,True
3131,high,mid,False
3132,high,high,True
3133,mid,high,False
3134,mid,mid,True
3135,low,low,True
3136,high,high,True
3137,high,high,True
3138,high,low,False
3139,high,high,True
3140,low,mid,False
3141,high,high,True
3142,low,low,True
3143,high,high,True
3144,high,mid,False
3145,high,high,True
3146,high,high,True
3147,high,high,True
3148,low,low,True
3149,mid,high,False
3150,high,high,True
3151,high,high,True
3152,low,low,True
3153,high,mid,False
3154,high,high,True
3155,high,high,True
3156,mid,high,False
3157,high,high,True
3158,high,low,False
3159,high,mid,False
3160,mid,high,False
3161,low,low,True
3162,high,mid,False
3163,high,low,False
3164,high,mid,False
3165,high,high,True
3166,mid,mid,True
3167,low,low,True
3168,high,mid,False
3169,low,low,True
3170,mid,mid,True
3171,high,high,True
3172,high,high,True
3173,high,mid,False
3174,low,low,True
3175,high,mid,False
3176,high,mid,False
3177,low,low,True
3178,high,high,True
3179,low,mid,False
3180,high,mid,False
3181,low,low,True
3182,low,low,True
3183,high,high,True
3184,high,high,True
3185,high,mid,False
3186,high,mid,False
3187,mid,high,False
3188,low,mid,False
3189,mid,high,False
3190,low,low,True
3191,high,mid,False
3192,low,low,True
3193,high,high,True
3194,high,mid,False
3195,low,low,True
3196,high,mid,False
3197,high,high,True
3198,high,high,True
3199,high,high,True
3200,high,high,True
3201,mid,mid,True
3202,low,mid,False
3203,mid,mid,True
3204,high,mid,False
3205,low,low,True
3206,high,high,True
3207,high,high,True
3208,high,high,True
3209,low,mid,False
3210,high,high,True
3211,high,high,True
3212,high,high,True
3213,mid,mid,True
3214,mid,high,False
3215,low,low,True
3216,high,high,True
3217,mid,mid,True
3218,mid,mid,True
3219,mid,high,False
3220,low,low,True
3221,mid,mid,True
3222,low,mid,False
3223,high,mid,False
3224,high,high,True
3225,mid,mid,True
3226,low,low,True
3227,high,high,True
3228,high,high,True
3229,low,mid,False
3230,low,low,True
3231,low,low,True
3232,high,high,True
3233,high,mid,False
3234,high,mid,False
3235,low,mid,False
3236,high,high,True
3237,high,mid,False
3238,mid,mid,True
3239,high,high,True
3240,low,low,True
3241,mid,low,False
3242,high,high,True
3243,high,high,True
3244,low,low,True
3245,low,high,False
3246,mid,high,False
3247,low,mid,False
3248,mid,mid,True
3249,low,low,True
3250,mid,low,False
3251,low,mid,False
3252,high,high,True
3253,high,mid,False
3254,high,high,True
3255,low,mid,False
3256,mid,mid,True
3257,high,high,True
3258,low,high,False
3259,high,high,True
3260,low,low,True
3261,high,high,True
3262,low,mid,False
3263,high,mid,False
3264,low,low,True
3265,high,mid,False
3266,high,mid,False
3267,high,mid,False
3268,low,low,True
3269,high,high,True
3270,high,high,True
3271,high,high,True
3272,low,low,True
3273,high,high,True
3274,high,high,True
3275,high,mid,False
3276,low,mid,False
3277,high,high,True
3278,mid,mid,True
3279,mid,mid,True
3280,high,high,True
3281,low,low,True
3282,low,low,True
3283,high,high,True
3284,low,low,True
3285,high,high,True
3286,mid,mid,True
3287,high,mid,False
3288,mid,high,False
3289,high,high,True
3290,high,high,True
3291,mid,low,False
3292,mid,high,False
3293,high,high,True
3294,high,mid,False
3295,high,high,True
3296,high,high,True
3297,high,high,True
3298,high,high,True
3299,high,high,True
3300,mid,low,False
3301,high,high,True
3302,low,mid,False
3303,low,low,True
3304,mid,high,False
3305,high,high,True
3306,mid,mid,True
3307,mid,low,False
3308,high,high,True
3309,mid,mid,True
3310,mid,mid,True
3311,high,high,True
3312,high,high,True
3313,high,high,True
3314,high,high,True
3315,mid,mid,True
3316,low,low,True
3317,high,high,True
3318,high,mid,False
3319,mid,mid,True
3320,mid,high,False
3321,high,high,True
3322,high,high,True
3323,low,mid,False
3324,mid,mid,True
3325,high,mid,False
3326,low,mid,False
3327,mid,low,False
3328,low,low,True
3329,high,high,True
3330,high,high,True
3331,low,mid,False
3332,high,mid,False
3333,high,high,True
3334,mid,mid,True
3335,low,low,True
3336,high,high,True
3337,mid,high,False
3338,mid,mid,True
3339,high,high,True
3340,high,high,True
3341,high,high,True
3342,high,high,True
3343,mid,mid,True
3344,high,high,True
3345,high,mid,False
3346,high,high,True
3347,low,mid,False
3348,low,low,True
3349,low,high,False
3350,high,high,True
3351,low,mid,False
3352,low,mid,False
3353,low,mid,False
3354,low,mid,False
3355,mid,mid,True
3356,high,high,True
3357,high,high,True
3358,high,high,True
3359,mid,mid,True
3360,low,low,True
3361,high,high,True
3362,high,high,True
3363,low,low,True
3364,high,high,True
3365,mid,mid,True
3366,high,high,True
3367,low,low,True
3368,high,high,True
3369,low,low,True
3370,high,high,True
3371,low,mid,False
3372,low,mid,False
3373,high,high,True
3374,mid,mid,True
3375,high,high,True
3376,high,mid,False
3377,high,high,True
3378,mid,mid,True
3379,mid,low,False
3380,low,low,True
3381,low,low,True
3382,high,high,True
3383,low,low,True
3384,high,high,True
3385,high,high,True
3386,high,high,True
3387,high,high,True
3388,high,high,True
3389,high,high,True
3390,mid,high,False
3391,low,low,True
3392,high,high,True
3393,high,mid,False
3394,high,high,True
3395,high,mid,False
3396,low,mid,False
3397,high,high,True
3398,mid,mid,True
3399,mid,mid,True
3400,low,mid,False
3401,mid,low,False
3402,high,high,True
3403,high,high,True
3404,high,mid,False
3405,high,high,True
3406,mid,mid,True
3407,high,high,True
3408,high,high,True
3409,low,mid,False
3410,mid,low,False
3411,high,high,True
3412,low,mid,False
3413,mid,mid,True
3414,high,high,True
3415,high,mid,False
3416,high,high,True
3417,mid,mid,True
3418,low,mid,False
3419,high,high,True
3420,high,high,True
3421,high,high,True
3422,high,high,True
3423,low,mid,False
3424,high,high,True
3425,mid,mid,True
3426,high,high,True
3427,high,high,True
3428,mid,mid,True
3429,high,mid,False
3430,low,high,False
3431,high,high,True
3432,high,mid,False
3433,high,low,False
3434,low,low,True
3435,mid,mid,True
3436,high,mid,False
3437,high,mid,False
3438,high,high,True
3439,high,high,True
3440,mid,mid,True
3441,high,high,True
3442,low,low,True
3443,mid,low,False
3444,low,low,True
3445,low,low,True
3446,mid,mid,True
3447,high,high,True
3448,mid,mid,True
3449,low,mid,False
3450,mid,mid,True
3451,high,high,True
3452,high,high,True
3453,high,high,True
3454,low,mid,False
3455,high,mid,False
3456,high,mid,False
3457,low,low,True
3458,low,low,True
3459,high,high,True
3460,high,high,True
3461,high,high,True
3462,mid,mid,True
3463,high,high,True
3464,low,high,False
3465,mid,mid,True
3466,low,low,True
3467,high,high,True
3468,high,high,True
3469,high,high,True
3470,mid,mid,True
3471,low,low,True
3472,high,mid,False
3473,low,low,True
3474,high,high,True
3475,high,high,True
3476,low,mid,False
3477,high,high,True
3478,mid,low,False
3479,high,mid,False
3480,high,high,True
3481,low,low,True
3482,mid,mid,True
3483,low,mid,False
3484,mid,mid,True
3485,low,low,True
3486,high,high,True
3487,high,high,True
3488,high,mid,False
3489,low,mid,False
3490,low,mid,False
3491,mid,mid,True
3492,high,high,True
3493,low,mid,False
3494,high,high,True
3495,high,mid,False
3496,low,mid,False
3497,high,high,True
3498,high,high,True
3499,high,high,True
3500,high,high,True
3501,high,high,True
3502,high,high,True
3503,low,low,True
3504,high,high,True
3505,low,low,True
3506,high,low,False
3507,high,mid,False
3508,high,mid,False
3509,high,mid,False
3510,high,mid,False
3511,high,high,True
3512,low,low,True
3513,mid,mid,True
3514,low,low,True
3515,high,high,True
3516,high,high,True
3517,high,high,True
3518,high,high,True
3519,high,high,True
3520,high,high,True
3521,mid,high,False
3522,high,mid,False
3523,low,low,True
3524,high,high,True
3525,low,high,False
3526,low,low,True
3527,high,high,True
3528,high,high,True
3529,high,high,True
3530,high,high,True
3531,high,high,True
3532,high,high,True
3533,mid,mid,True
3534,high,high,True
3535,high,high,True
3536,high,high,True
3537,high,high,True
3538,high,high,True
3539,high,high,True
3540,mid,mid,True
3541,high,mid,False
3542,high,high,True
3543,high,high,True
3544,high,mid,False
3545,high,high,True
3546,high,high,True
3547,low,low,True
3548,high,low,False
3549,mid,mid,True
3550,low,mid,False
3551,high,low,False
3552,low,mid,False
3553,mid,mid,True
3554,high,high,True
3555,high,low,False
3556,high,high,True
3557,high,high,True
3558,high,high,True
3559,mid,mid,True
3560,high,mid,False
3561,high,high,True
3562,high,high,True
3563,mid,high,False
3564,high,high,True
3565,high,mid,False
3566,high,high,True
3567,low,low,True
3568,low,low,True
3569,high,high,True
3570,low,high,False
3571,high,high,True
3572,high,high,True
3573,mid,high,False
3574,mid,high,False
3575,high,high,True
3576,mid,low,False
3577,high,high,True
3578,high,high,True
3579,high,low,False
3580,low,low,True
3581,high,high,True
3582,high,high,True
3583,high,high,True
3584,high,mid,False
3585,high,high,True
3586,high,high,True
3587,high,high,True
3588,mid,mid,True
3589,high,high,True
3590,high,high,True
3591,high,high,True
3592,low,low,True
3593,high,mid,False
3594,mid,mid,True
3595,high,high,True
3596,low,mid,False
3597,mid,mid,True
3598,high,high,True
3599,low,low,True
3600,mid,mid,True
3601,high,high,True
3602,high,high,True
3603,high,high,True
3604,high,high,True
3605,high,high,True
3606,high,mid,False
3607,mid,low,False
3608,high,high,True
3609,high,mid,False
3610,high,mid,False
3611,high,high,True
3612,low,high,False
3613,high,mid,False
3614,high,mid,False
3615,high,high,True
3616,mid,mid,True
3617,high,high,True
3618,low,low,True
3619,high,mid,False
3620,high,mid,False
3621,high,high,True
3622,mid,high,False
3623,mid,high,False
3624,high,high,True
3625,high,high,True
3626,low,mid,False
3627,high,mid,False
3628,high,mid,False
3629,high,high,True
3630,high,high,True
3631,mid,mid,True
3632,mid,mid,True
3633,low,low,True
3634,high,high,True
3635,high,high,True
3636,low,mid,False
3637,high,high,True
3638,high,high,True
3639,high,mid,False
3640,mid,mid,True
3641,high,high,True
3642,mid,low,False
3643,low,low,True
3644,high,high,True
3645,high,mid,False
3646,high,high,True
3647,low,low,True
3648,high,high,True
3649,mid,mid,True
3650,high,high,True
3651,mid,mid,True
3652,low,high,False
3653,high,high,True
3654,high,high,True
3655,high,high,True
3656,low,low,True
3657,low,low,True
3658,high,high,True
3659,high,high,True
3660,high,mid,False
3661,high,high,True
3662,high,high,True
3663,high,low,False
3664,high,high,True
3665,mid,high,False
3666,high,high,True
3667,low,high,False
3668,high,mid,False
3669,low,mid,False
3670,low,mid,False
3671,high,high,True
3672,low,low,True
3673,mid,low,False
3674,high,mid,False
3675,low,high,False
3676,low,mid,False
3677,low,mid,False
3678,high,high,True
3679,low,low,True
3680,low,low,True
3681,mid,high,False
3682,low,mid,False
3683,low,mid,False
3684,high,high,True
3685,high,high,True
3686,high,high,True
3687,mid,high,False
3688,high,high,True
3689,high,mid,False
3690,high,high,True
3691,low,mid,False
3692,mid,low,False
3693,low,low,True
3694,high,high,True
3695,low,low,True
3696,high,high,True
3697,high,high,True
3698,high,high,True
3699,low,low,True
3700,low,low,True
3701,high,high,True
3702,mid,high,False
3703,mid,high,False
3704,mid,mid,True
3705,high,high,True
3706,high,high,True
3707,high,high,True
3708,high,mid,False
3709,high,high,True
3710,high,high,True
3711,high,high,True
3712,high,high,True
3713,high,high,True
3714,high,high,True
3715,mid,low,False
3716,high,high,True
3717,high,high,True
3718,high,high,True
3719,high,low,False
3720,high,high,True
3721,high,high,True
3722,mid,high,False
3723,low,low,True
3724,high,high,True
3725,high,high,True
3726,high,high,True
3727,low,low,True
3728,high,high,True
3729,mid,high,False
3730,low,mid,False
3731,high,high,True
3732,high,high,True
3733,high,high,True
3734,high,high,True
3735,mid,mid,True
3736,low,low,True
3737,low,low,True
3738,high,high,True
3739,high,high,True
3740,high,high,True
3741,high,high,True
3742,low,mid,False
3743,low,low,True
3744,low,mid,False
3745,high,high,True
3746,mid,mid,True
3747,high,high,True
3748,high,high,True
3749,low,mid,False
3750,high,high,True
3751,low,mid,False
3752,high,high,True
3753,high,high,True
3754,high,high,True
3755,mid,mid,True
3756,low,low,True
3757,low,low,True
3758,high,high,True
3759,low,mid,False
3760,low,mid,False
3761,high,mid,False
3762,mid,high,False
3763,mid,low,False
3764,high,high,True
3765,high,high,True
3766,high,high,True
3767,high,high,True
3768,mid,mid,True
3769,mid,mid,True
3770,low,low,True
3771,low,low,True
3772,low,low,True
3773,mid,mid,True
3774,high,high,True
3775,high,high,True
3776,mid,mid,True
3777,high,high,True
3778,high,high,True
3779,low,high,False
3780,high,high,True
3781,low,low,True
3782,high,mid,False
3783,high,high,True
3784,mid,low,False
3785,mid,mid,True
3786,mid,high,False
3787,mid,low,False
3788,mid,mid,True
3789,low,low,True
3790,high,high,True
3791,high,high,True
3792,low,high,False
3793,mid,mid,True
3794,high,high,True
3795,mid,low,False
3796,high,high,True
3797,low,low,True
3798,high,high,True
3799,low,low,True
3800,mid,high,False
3801,high,high,True
3802,low,low,True
3803,low,mid,False
3804,high,high,True
3805,high,mid,False
3806,high,high,True
3807,low,low,True
3808,low,low,True
3809,high,high,True
3810,low,mid,False
3811,low,low,True
3812,high,high,True
3813,low,mid,False
3814,high,high,True
3815,mid,high,False
3816,high,high,True
3817,mid,mid,True
3818,mid,high,False
3819,low,low,True
3820,high,high,True
3821,mid,mid,True
3822,high,high,True
3823,high,high,True
3824,high,high,True
3825,high,high,True
3826,high,high,True
3827,low,low,True
3828,high,high,True
3829,high,mid,False
3830,mid,low,False
3831,mid,mid,True
3832,low,mid,False
3833,high,high,True
3834,high,mid,False
3835,low,low,True
3836,high,high,True
3837,high,mid,False
3838,high,low,False
3839,high,high,True
3840,mid,mid,True
3841,low,low,True
3842,high,high,True
3843,mid,high,False
3844,high,high,True
3845,high,mid,False
3846,low,low,True
3847,high,high,True
3848,low,mid,False
3849,mid,low,False
3850,mid,mid,True
3851,high,mid,False
3852,high,low,False
3853,high,low,False
3854,mid,mid,True
3855,high,high,True
3856,low,mid,False
3857,mid,mid,True
3858,low,low,True
3859,high,high,True
3860,high,high,True
3861,low,mid,False
3862,high,high,True
3863,mid,high,False
3864,high,high,True
3865,high,high,True
3866,high,high,True
3867,high,high,True
3868,high,mid,False
3869,low,low,True
3870,high,mid,False
3871,high,high,True
3872,high,high,True
3873,high,high,True
3874,high,high,True
3875,high,high,True
3876,high,high,True
3877,high,high,True
3878,high,high,True
3879,high,mid,False
3880,low,low,True
3881,mid,mid,True
3882,high,high,True
3883,high,high,True
3884,high,high,True
3885,low,low,True
3886,mid,mid,True
3887,high,high,True
3888,high,high,True
3889,high,high,True
3890,high,high,True
3891,mid,low,False
3892,mid,mid,True
3893,high,mid,False
3894,high,high,True
3895,high,high,True
3896,low,low,True
3897,high,high,True
3898,mid,mid,True
3899,high,high,True
3900,mid,mid,True
3901,high,high,True
3902,high,mid,False
3903,low,low,True
3904,high,high,True
3905,high,high,True
3906,high,high,True
3907,high,high,True
3908,high,high,True
3909,high,high,True
3910,high,high,True
3911,high,mid,False
3912,mid,mid,True
3913,high,high,True
3914,low,high,False
3915,high,high,True
3916,high,high,True
3917,low,mid,False
3918,low,mid,False
3919,high,high,True
3920,high,high,True
3921,mid,high,False
3922,high,high,True
3923,low,low,True
3924,mid,mid,True
3925,high,mid,False
3926,low,mid,False
3927,high,high,True
3928,mid,mid,True
3929,high,high,True
3930,high,high,True
3931,mid,mid,True
3932,high,high,True
3933,high,high,True
3934,mid,mid,True
3935,high,high,True
3936,high,high,True
3937,low,low,True
3938,high,mid,False
3939,high,high,True
3940,low,low,True
3941,low,low,True
3942,high,high,True
3943,high,mid,False
3944,high,high,True
3945,high,high,True
3946,high,mid,False
3947,high,high,True
3948,mid,mid,True
3949,high,high,True
3950,high,high,True
3951,high,high,True
3952,mid,mid,True
3953,low,low,True
3954,high,high,True
3955,low,low,True
3956,mid,high,False
3957,low,low,True
3958,mid,mid,True
3959,high,high,True
3960,high,high,True
3961,low,low,True
3962,high,high,True
3963,low,low,True
3964,high,high,True
3965,mid,mid,True
3966,low,low,True
3967,high,high,True
3968,high,high,True
3969,high,high,True
3970,low,low,True
3971,high,high,True
3972,mid,mid,True
3973,low,low,True
3974,high,high,True
3975,high,mid,False
3976,high,high,True
3977,low,mid,False
3978,high,high,True
3979,mid,mid,True
3980,low,low,True
3981,high,mid,False
3982,high,high,True
3983,high,mid,False
3984,low,low,True
3985,high,high,True
3986,mid,high,False
3987,high,high,True
3988,high,high,True
3989,mid,mid,True
3990,high,high,True
3991,high,high,True
3992,high,high,True
3993,low,mid,False
3994,low,low,True
3995,high,high,True
3996,high,high,True
3997,high,high,True
3998,high,mid,False
3999,low,high,False
4000,high,high,True
4001,low,mid,False
4002,high,high,True
4003,low,low,True
4004,high,low,False
4005,high,high,True
4006,low,mid,False
4007,high,mid,False
4008,high,high,True
4009,high,high,True
4010,high,high,True
4011,high,high,True
4012,high,high,True
4013,high,high,True
4014,high,mid,False
4015,low,high,False
4016,high,high,True
4017,high,high,True
4018,low,low,True
4019,high,mid,False
4020,low,mid,False
4021,high,high,True
4022,low,low,True
4023,high,mid,False
4024,high,mid,False
4025,mid,mid,True
4026,low,mid,False
4027,low,low,True
4028,high,high,True
4029,high,mid,False
4030,high,high,True
4031,high,high,True
4032,high,high,True
4033,high,high,True
4034,mid,mid,True
4035,mid,mid,True
4036,high,high,True
4037,high,high,True
4038,high,high,True
4039,high,mid,False
4040,low,low,True
4041,high,high,True
4042,high,high,True
4043,high,mid,False
4044,low,low,True
4045,mid,mid,True
4046,low,low,True
4047,low,low,True
4048,mid,mid,True
4049,high,high,True
4050,high,high,True
4051,high,high,True
4052,high,high,True
4053,high,high,True
4054,low,mid,False
4055,high,high,True
4056,high,high,True
4057,high,high,True
4058,low,mid,False
4059,high,high,True
4060,high,high,True
4061,high,mid,False
4062,high,mid,False
4063,mid,mid,True
4064,high,high,True
4065,low,mid,False
4066,low,low,True
4067,high,high,True
4068,high,high,True
4069,high,high,True
4070,high,high,True
4071,high,high,True
4072,high,high,True
4073,high,high,True
4074,high,high,True
4075,low,mid,False
4076,high,mid,False
4077,mid,mid,True
4078,high,high,True
4079,high,high,True
4080,high,mid,False
4081,high,high,True
4082,high,high,True
4083,high,high,True
4084,high,high,True
4085,high,high,True
4086,high,mid,False
4087,mid,mid,True
4088,mid,high,False
4089,high,high,True
4090,high,high,True
4091,mid,mid,True
4092,high,low,False
4093,mid,mid,True
4094,high,high,True
4095,high,high,True
4096,high,high,True
4097,low,low,True
4098,high,high,True
4099,low,low,True
4100,high,high,True
4101,mid,mid,True
4102,high,mid,False
4103,mid,mid,True
4104,high,high,True
4105,low,low,True
4106,high,high,True
4107,high,high,True
4108,mid,low,False
4109,low,low,True
4110,mid,high,False
4111,high,mid,False
4112,high,high,True
4113,low,low,True
4114,low,mid,False
4115,high,high,True
4116,high,high,True
4117,high,high,True
4118,high,high,True
4119,high,low,False
4120,mid,high,False
4121,high,high,True
4122,mid,high,False
4123,high,mid,False
4124,mid,high,False
4125,high,mid,False
4126,mid,high,False
4127,high,high,True
4128,high,low,False
4129,high,high,True
4130,low,low,True
4131,high,high,True
4132,mid,mid,True
4133,low,mid,False
4134,low,low,True
4135,high,high,True
4136,high,mid,False
4137,low,mid,False
4138,mid,mid,True
4139,high,low,False
4140,mid,low,False
4141,low,mid,False
4142,low,mid,False
4143,low,low,True
4144,low,low,True
4145,high,mid,False
4146,mid,mid,True
4147,high,high,True
4148,mid,mid,True
4149,high,low,False
4150,low,mid,False
4151,mid,mid,True
4152,high,high,True
4153,high,high,True
4154,mid,mid,True
4155,mid,mid,True
4156,low,low,True
4157,mid,high,False
4158,high,mid,False
4159,low,low,True
4160,mid,low,False
4161,low,low,True
4162,high,high,True
4163,mid,mid,True
4164,high,high,True
4165,low,low,True
4166,high,high,True
4167,mid,high,False
4168,high,high,True
4169,high,high,True
4170,high,high,True
4171,high,high,True
4172,high,high,True
4173,high,mid,False
4174,low,high,False
4175,high,high,True
4176,low,high,False
4177,mid,mid,True
4178,high,mid,False
4179,high,mid,False
4180,low,low,True
4181,high,mid,False
4182,high,mid,False
4183,mid,mid,True
4184,high,mid,False
4185,high,high,True
4186,low,low,True
4187,high,high,True
4188,high,high,True
4189,low,low,True
4190,low,mid,False
4191,low,high,False
4192,high,high,True
4193,high,high,True
4194,mid,mid,True
4195,high,mid,False
4196,high,high,True
4197,high,high,True
4198,high,mid,False
4199,high,high,True
4200,high,high,True
4201,high,low,False
4202,high,mid,False
4203,high,high,True
4204,high,high,True
4205,high,mid,False
4206,high,high,True
4207,low,high,False
4208,high,high,True
4209,low,low,True
4210,low,low,True
4211,low,low,True
4212,low,low,True
4213,high,high,True
4214,high,high,True
4215,low,high,False
4216,low,low,True
4217,high,high,True
4218,high,high,True
4219,high,high,True
4220,mid,mid,True
4221,high,high,True
4222,high,mid,False
4223,mid,mid,True
4224,low,low,True
4225,high,high,True
4226,high,high,True
4227,low,low,True
4228,high,high,True
4229,high,mid,False
4230,low,low,True
4231,high,high,True
4232,high,high,True
4233,low,mid,False
4234,high,high,True
4235,low,low,True
4236,high,high,True
4237,high,high,True
4238,high,high,True
4239,high,high,True
4240,mid,mid,True
4241,high,high,True
4242,high,mid,False
4243,low,low,True
4244,high,high,True
4245,low,low,True
4246,high,high,True
4247,high,high,True
4248,high,high,True
4249,high,high,True
4250,high,high,True
4251,mid,mid,True
4252,low,mid,False
4253,high,high,True
4254,high,mid,False
4255,mid,low,False
4256,high,high,True
4257,high,high,True
4258,high,mid,False
4259,high,high,True
4260,high,high,True
4261,high,high,True
4262,mid,mid,True
4263,high,high,True
4264,high,mid,False
4265,mid,mid,True
4266,mid,high,False
4267,mid,low,False
4268,low,mid,False
4269,high,high,True
4270,mid,mid,True
4271,low,high,False
4272,low,low,True
4273,low,mid,False
4274,high,high,True
4275,mid,mid,True
4276,high,high,True
4277,high,high,True
4278,mid,mid,True
4279,high,high,True
4280,mid,low,False
4281,mid,high,False
4282,low,low,True
4283,high,mid,False
4284,high,mid,False
4285,high,high,True
4286,mid,low,False
4287,mid,high,False
4288,high,high,True
4289,high,mid,False
4290,low,low,True
4291,high,low,False
4292,high,high,True
4293,low,low,True
4294,mid,mid,True
4295,high,high,True
4296,high,high,True
4297,low,mid,False
4298,high,mid,False
4299,high,high,True
4300,low,mid,False
4301,high,high,True
4302,high,high,True
4303,low,mid,False
4304,high,high,True
4305,high,high,True
4306,high,mid,False
4307,high,high,True
4308,high,high,True
4309,high,mid,False
4310,high,high,True
4311,high,high,True
4312,mid,low,False
4313,high,mid,False
4314,high,mid,False
4315,high,high,True
4316,mid,mid,True
4317,high,high,True
4318,high,high,True
4319,low,low,True
4320,high,high,True
4321,high,high,True
4322,high,high,True
4323,mid,mid,True
4324,high,high,True
4325,low,low,True
4326,high,high,True
4327,low,low,True
4328,high,high,True
4329,low,low,True
4330,high,mid,False
4331,high,high,True
4332,mid,mid,True
4333,low,low,True
4334,mid,mid,True
4335,low,low,True
4336,high,high,True
4337,high,high,True
4338,high,high,True
4339,high,mid,False
4340,low,high,False
4341,high,high,True
4342,mid,high,False
4343,high,mid,False
4344,low,mid,False
4345,high,high,True
4346,low,high,False
4347,high,high,True
4348,mid,high,False
4349,mid,mid,True
4350,low,low,True
4351,high,high,True
4352,high,high,True
4353,high,high,True
4354,high,high,True
4355,high,high,True
4356,high,high,True
4357,high,high,True
4358,high,high,True
4359,high,high,True
4360,mid,high,False
4361,high,high,True
4362,mid,mid,True
4363,high,high,True
4364,low,mid,False
4365,mid,high,False
4366,high,mid,False
4367,low,low,True
4368,mid,high,False
4369,low,low,True
4370,high,high,True
4371,mid,mid,True
4372,high,mid,False
4373,high,high,True
4374,mid,low,False
4375,high,high,True
4376,mid,mid,True
4377,high,high,True
4378,mid,high,False
4379,low,low,True
4380,low,low,True
4381,low,low,True
4382,high,high,True
4383,low,low,True
4384,low,low,True
4385,high,high,True
4386,high,high,True
4387,high,mid,False
4388,low,high,False
4389,high,high,True
4390,high,low,False
4391,low,mid,False
4392,high,high,True
4393,low,mid,False
4394,low,low,True
4395,low,low,True
4396,high,high,True
4397,high,mid,False
4398,low,low,True
4399,mid,high,False
4400,low,low,True
4401,low,mid,False
4402,low,low,True
4403,high,high,True
4404,mid,mid,True
4405,high,low,False
4406,mid,mid,True
4407,high,high,True
4408,high,low,False
4409,mid,mid,True
4410,mid,low,False
4411,high,high,True
4412,high,high,True
4413,low,low,True
4414,high,low,False
4415,mid,mid,True
4416,low,low,True
4417,high,high,True
4418,low,low,True
4419,low,low,True
4420,low,mid,False
4421,high,high,True
4422,high,high,True
4423,high,high,True
4424,low,low,True
4425,high,high,True
4426,high,high,True
4427,low,low,True
4428,mid,high,False
4429,high,mid,False
4430,low,low,True
4431,high,high,True
4432,mid,mid,True
4433,low,high,False
4434,low,mid,False
4435,high,high,True
4436,high,high,True
4437,low,low,True
4438,high,mid,False
4439,low,mid,False
4440,low,mid,False
4441,high,high,True
4442,low,low,True
4443,high,low,False
4444,high,high,True
4445,high,mid,False
4446,low,low,True
4447,mid,mid,True
4448,high,high,True
4449,high,high,True
4450,low,low,True
4451,mid,high,False
4452,high,high,True
4453,high,high,True
4454,high,high,True
4455,high,high,True
4456,mid,mid,True
4457,mid,low,False
4458,high,high,True
4459,high,mid,False
4460,high,high,True
4461,mid,mid,True
4462,high,mid,False
4463,mid,high,False
4464,high,high,True
4465,high,high,True
4466,high,high,True
4467,low,low,True
4468,low,low,True
4469,mid,mid,True
4470,high,mid,False
4471,high,high,True
4472,high,mid,False
4473,low,low,True
4474,high,high,True
4475,high,high,True
4476,low,low,True
4477,high,mid,False
4478,low,low,True
4479,high,high,True
4480,high,high,True
4481,low,low,True
4482,high,mid,False
4483,mid,mid,True
4484,high,mid,False
4485,high,high,True
4486,mid,mid,True
4487,high,high,True
4488,high,high,True
4489,high,high,True
4490,low,mid,False
4491,mid,low,False
4492,high,high,True
4493,mid,mid,True
4494,high,low,False
4495,high,high,True
4496,low,low,True
4497,high,high,True
4498,high,high,True
4499,low,low,True
4500,low,low,True
4501,high,high,True
4502,mid,low,False
4503,high,high,True
4504,low,mid,False
4505,mid,high,False
4506,mid,mid,True
4507,high,high,True
4508,high,mid,False
4509,low,low,True
4510,high,mid,False
4511,high,high,True
4512,high,high,True
4513,high,mid,False
4514,high,high,True
4515,low,mid,False
4516,high,high,True
4517,high,high,True
4518,low,mid,False
4519,mid,high,False
4520,mid,mid,True
4521,low,low,True
4522,low,low,True
4523,high,high,True
4524,mid,high,False
4525,mid,mid,True
4526,high,mid,False
4527,low,low,True
4528,low,low,True
4529,low,low,True
4530,high,high,True
4531,high,high,True
4532,high,high,True
